adm2_code,entidad,municipio,poverty_rate
MX20041,Oaxaca,Huautla de Jiménez,82.0483560236
MX20042,Oaxaca,Ixtlán de Juárez,74.4190932547
MX20043,Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,50.8645826431
MX20044,Oaxaca,Loma Bonita,66.4666867804
MX20045,Oaxaca,Magdalena Apasco,27.1369863014
MX20046,Oaxaca,Magdalena Jaltepec,83.4354050279
MX20047,Oaxaca,Santa Magdalena Jicotlán,67.875
MX20048,Oaxaca,Magdalena Mixtepec,95.6944644141
MX20049,Oaxaca,Magdalena Ocotlán,75.6425495263
MX20050,Oaxaca,Magdalena Peñasco,91.2942329227
MX20051,Oaxaca,Magdalena Teitipac,94.1411134904
MX20052,Oaxaca,Magdalena Tequisistlán,60.4878173454
MX20053,Oaxaca,Magdalena Tlacotepec,33.9788235294
MX20054,Oaxaca,Magdalena Zahuatlán,84.3894472362
MX20055,Oaxaca,Mariscala de Juárez,68.053223594
MX20056,Oaxaca,Mártires de Tacubaya,64.2651195499
MX20057,Oaxaca,Matías Romero Avendaño,58.8012234199
MX20058,Oaxaca,Mazatlán Villa de Flores,95.5690952762
MX20059,Oaxaca,Miahuatlán de Porfirio Díaz,66.0376168681
MX20060,Oaxaca,Mixistlán de la Reforma,89.2898848684
MX20061,Oaxaca,Monjas,75.6667838313
MX20062,Oaxaca,Natividad,46.1393939394
MX20063,Oaxaca,Nazareno Etla,40.3572796935
MX20064,Oaxaca,Nejapa de Madero,66.7335188097
MX20065,Oaxaca,Ixpantepec Nieves,85.5176022835
MX20066,Oaxaca,Santiago Niltepec,65.4917683517
MX20067,Oaxaca,Oaxaca de Juárez,33.9726844433
MX20068,Oaxaca,Ocotlán de Morelos,51.5935264003
MX20069,Oaxaca,La Pe,89.6509558339
MX20070,Oaxaca,Pinotepa de Don Luis,83.8921615202
MX20071,Oaxaca,Pluma Hidalgo,76.928504527
MX20072,Oaxaca,San José del Progreso,79.2817939271
MX20073,Oaxaca,Putla Villa de Guerrero,79.6355583726
MX20074,Oaxaca,Santa Catarina Quioquitani,95.8026607539
MX20075,Oaxaca,Reforma de Pineda,69.8299188249
MX20076,Oaxaca,La Reforma,72.9058295964
MX20077,Oaxaca,Reyes Etla,41.1587633659
MX20078,Oaxaca,Rojas de Cuauhtémoc,26.4510571652
MX20079,Oaxaca,Salina Cruz,26.9857719448
MX20080,Oaxaca,San Agustín Amatengo,73.9792060491
MX20081,Oaxaca,San Agustín Atenango,71.452972973
MX20082,Oaxaca,San Agustín Chayuco,77.8550866065
MX20083,Oaxaca,San Agustín de las Juntas,36.3207947377
MX20084,Oaxaca,San Agustín Etla,29.5612919012
MX20085,Oaxaca,San Agustín Loxicha,95.8071993455
MX20086,Oaxaca,San Agustín Tlacotepec,82.0793140407
MX20087,Oaxaca,San Agustín Yatareni,76.023104155
MX20088,Oaxaca,San Andrés Cabecera Nueva,88.9716088328
MX20089,Oaxaca,San Andrés Dinicuiti,84.7848443843
MX20090,Oaxaca,San Andrés Huaxpaltepec,76.1541612058
MX20091,Oaxaca,San Andrés Huayápam,26.9575565912
MX20092,Oaxaca,San Andrés Ixtlahuaca,54.2280204197
MX20093,Oaxaca,San Andrés Lagunas,85.0617760618
MX20094,Oaxaca,San Andrés Nuxiño,95.5503833516
MX20095,Oaxaca,San Andrés Paxtlán,94.3113718412
MX20096,Oaxaca,San Andrés Sinaxtla,50.7154362416
MX20097,Oaxaca,San Andrés Solaga,75.8834608593
MX20098,Oaxaca,San Andrés Teotilálpam,90.7105263158
MX20099,Oaxaca,San Andrés Tepetlapa,96.7299465241
MX20100,Oaxaca,San Andrés Yaá,78.2506393862
MX20101,Oaxaca,San Andrés Zabache,86.0054495913
MX20102,Oaxaca,San Andrés Zautla,44.1908469427
MX20103,Oaxaca,San Antonino Castillo Velasco,71.7658174456
MX20104,Oaxaca,San Antonino el Alto,89.5534017484
MX20105,Oaxaca,San Antonino Monte Verde,93.2704807951
MX20106,Oaxaca,San Antonio Acutla,55.5894308943
MX20107,Oaxaca,San Antonio de la Cal,49.89749712
MX20108,Oaxaca,San Antonio Huitepec,88.0485021398
MX20109,Oaxaca,San Antonio Nanahuatípam,57.7003284072
MX20110,Oaxaca,San Antonio Sinicahua,96.2686754551
MX20111,Oaxaca,San Antonio Tepetlapa,93.5602972399
MX20112,Oaxaca,San Baltazar Chichicápam,85.7299327798
MX20113,Oaxaca,San Baltazar Loxicha,86.4733118971
MX20114,Oaxaca,San Baltazar Yatzachi el Bajo,73.04826546
MX20115,Oaxaca,San Bartolo Coyotepec,37.2624391089
MX20116,Oaxaca,San Bartolomé Ayautla,97.1836634874
MX20117,Oaxaca,San Bartolomé Loxicha,80.6877272727
MX20118,Oaxaca,San Bartolomé Quialana,74.6882898062
MX20119,Oaxaca,San Bartolomé Yucuañe,84.7045769764
MX20120,Oaxaca,San Bartolomé Zoogocho,85.1964912281
MX20121,Oaxaca,San Bartolo Soyaltepec,58.4906937394
MX20122,Oaxaca,San Bartolo Yautepec,85.8012326656
MX20123,Oaxaca,San Bernardo Mixtepec,81.776504298
MX20124,Oaxaca,San Blas Atempa,66.8711312093
MX20125,Oaxaca,San Carlos Yautepec,91.9761158407
MX20126,Oaxaca,San Cristóbal Amatlán,93.152372093
MX20127,Oaxaca,San Cristóbal Amoltepec,95.7211538462
MX20128,Oaxaca,San Cristóbal Lachirioag,69.6034755134
MX20129,Oaxaca,San Cristóbal Suchixtlahuaca,64.0574712644
MX20130,Oaxaca,San Dionisio del Mar,83.149578514
MX20131,Oaxaca,San Dionisio Ocotepec,93.5152185537
MX20132,Oaxaca,San Dionisio Ocotlán,50.9115384615
MX20133,Oaxaca,San Esteban Atatlahuca,93.0557139155
MX20134,Oaxaca,San Felipe Jalapa de Díaz,96.833460133
MX20135,Oaxaca,San Felipe Tejalápam,76.7001839362
MX20136,Oaxaca,San Felipe Usila,91.7217989926
MX20137,Oaxaca,San Francisco Cahuacuá,93.5339605998
MX20138,Oaxaca,San Francisco Cajonos,76.3795454545
MX20139,Oaxaca,San Francisco Chapulapa,96.1865984179
MX20140,Oaxaca,San Francisco Chindúa,84.3266832918
MX20141,Oaxaca,San Francisco del Mar,70.8450523865
MX20142,Oaxaca,San Francisco Huehuetlán,96.2729439809
MX20143,Oaxaca,San Francisco Ixhuatán,65.7541899441
MX20144,Oaxaca,San Francisco Jaltepetongo,88.6254901961
MX20145,Oaxaca,San Francisco Lachigoló,49.1862841423
MX20146,Oaxaca,San Francisco Logueche,93.8333938294
MX20147,Oaxaca,San Francisco Nuxaño,84.8148148148
MX20148,Oaxaca,San Francisco Ozolotepec,90.2086230876
MX20149,Oaxaca,San Francisco Sola,74.4027286508
MX20150,Oaxaca,San Francisco Telixtlahuaca,63.0718995647
MX20151,Oaxaca,San Francisco Teopan,99.2524590164
MX20152,Oaxaca,San Francisco Tlapancingo,93.3962900506
MX20153,Oaxaca,San Gabriel Mixtepec,75.4747682801
MX20154,Oaxaca,San Ildefonso Amatlán,88.9738903394
MX20155,Oaxaca,San Ildefonso Sola,87.0124045802
MX20156,Oaxaca,San Ildefonso Villa Alta,57.3690509324
MX20157,Oaxaca,San Jacinto Amilpas,22.7794726001
MX20158,Oaxaca,San Jacinto Tlacotepec,79.4547521601
MX20159,Oaxaca,San Jerónimo Coatlán,91.3979554582
MX20160,Oaxaca,San Jerónimo Silacayoapilla,65.8377037562
MX20161,Oaxaca,San Jerónimo Sosola,81.4505169867
MX20162,Oaxaca,San Jerónimo Taviche,92.0212976721
MX20163,Oaxaca,San Jerónimo Tecóatl,87.4403908795
MX20164,Oaxaca,San Jorge Nuchita,88.2912517781
MX20165,Oaxaca,San José Ayuquila,80.5199754149
MX20166,Oaxaca,San José Chiltepec,58.1137445328
MX20167,Oaxaca,San José del Peñasco,76.6954869359
MX20168,Oaxaca,San José Estancia Grande,61.5239687848
MX20169,Oaxaca,San José Independencia,91.3262150221
MX20170,Oaxaca,San José Lachiguiri,96.4080412931
MX20171,Oaxaca,San José Tenango,96.5636435287
MX20172,Oaxaca,San Juan Achiutla,75.5371287129
MX20173,Oaxaca,San Juan Atepec,83.4888888889
MX20174,Oaxaca,Ánimas Trujano,39.8472316384
MX20175,Oaxaca,San Juan Bautista Atatlahuca,90.4600431965
MX20176,Oaxaca,San Juan Bautista Coixtlahuaca,79.0904561135
MX20177,Oaxaca,San Juan Bautista Cuicatlán,66.5591714534
MX20178,Oaxaca,San Juan Bautista Guelache,38.8805674192
MX20179,Oaxaca,San Juan Bautista Jayacatlán,87.0894590846
MX20180,Oaxaca,San Juan Bautista Lo de Soto,51.7574823944
MX20181,Oaxaca,San Juan Bautista Suchitepec,77.9616252822
MX20182,Oaxaca,San Juan Bautista Tlacoatzintepec,93.2464985994
MX20183,Oaxaca,San Juan Bautista Tlachichilco,84.2841302841
MX20184,Oaxaca,San Juan Bautista Tuxtepec,53.3672255357
MX20185,Oaxaca,San Juan Cacahuatepec,70.5107979086
MX20186,Oaxaca,San Juan Cieneguilla,79.5747572816
MX20187,Oaxaca,San Juan Coatzóspam,93.5182648402
MX20188,Oaxaca,San Juan Colorado,85.5321748289
MX20189,Oaxaca,San Juan Comaltepec,96.4029801325
MX20190,Oaxaca,San Juan Cotzocón,74.3939375564
MX20191,Oaxaca,San Juan Chicomezúchil,73.1452702703
MX20192,Oaxaca,San Juan Chilateca,34.7566489362
MX20193,Oaxaca,San Juan del Estado,66.6908037654
MX20194,Oaxaca,San Juan del Río,76.3579335793
MX20195,Oaxaca,San Juan Diuxi,94.8263757116
MX20196,Oaxaca,San Juan Evangelista Analco,82.7234567901
MX20197,Oaxaca,San Juan Guelavía,77.880197105
MX20198,Oaxaca,San Juan Guichicovi,71.2648358267
MX20199,Oaxaca,San Juan Ihualtepec,93.532769556
MX20200,Oaxaca,San Juan Juquila Mixes,82.5251319078
MX20201,Oaxaca,San Juan Juquila Vijanos,88.9313672922
MX20202,Oaxaca,San Juan Lachao,73.599865501
MX20203,Oaxaca,San Juan Lachigalla,91.922705314
MX20204,Oaxaca,San Juan Lajarcia,82.1022364217
MX20205,Oaxaca,San Juan Lalana,90.5870805938
MX20206,Oaxaca,San Juan de los Cués,72.1352253756
MX20207,Oaxaca,San Juan Mazatlán,80.5995596073
MX20208,Oaxaca,San Juan Mixtepec - Dto. 08,85.9104126891
MX20209,Oaxaca,San Juan Mixtepec - Dto. 26,93.8168067227
MX20210,Oaxaca,San Juan Ñumí,94.6447714136
MX20211,Oaxaca,San Juan Ozolotepec,93.6441681468
MX20212,Oaxaca,San Juan Petlapa,93.2324975578
MX20213,Oaxaca,San Juan Quiahije,81.837737713
MX20214,Oaxaca,San Juan Quiotepec,85.8385650224
MX20215,Oaxaca,San Juan Sayultepec,56.3007246377
MX20216,Oaxaca,San Juan Tabaá,90.4107579462
MX20217,Oaxaca,San Juan Tamazola,95.092016672
MX20218,Oaxaca,San Juan Teita,97.0447470817
MX20219,Oaxaca,San Juan Teitipac,86.7559681698
MX20220,Oaxaca,San Juan Tepeuxila,92.5384326959
MX20221,Oaxaca,San Juan Teposcolula,71.6518218623
MX20222,Oaxaca,San Juan Yaeé,92.3266903915
MX20223,Oaxaca,San Juan Yatzona,91.9761904762
MX20224,Oaxaca,San Juan Yucuita,60.5268292683
MX20225,Oaxaca,San Lorenzo,85.6655272603
MX20226,Oaxaca,San Lorenzo Albarradas,80.4805858311
MX20227,Oaxaca,San Lorenzo Cacaotepec,39.8871957546
MX20228,Oaxaca,San Lorenzo Cuaunecuiltitla,97.1522277228
MX20229,Oaxaca,San Lorenzo Texmelúcan,97.7992217899
MX20230,Oaxaca,San Lorenzo Victoria,69.2519167579
MX20231,Oaxaca,San Lucas Camotlán,98.9851030111
MX20232,Oaxaca,San Lucas Ojitlán,87.59689672
MX20233,Oaxaca,San Lucas Quiaviní,84.1996434938
MX20234,Oaxaca,San Lucas Zoquiápam,96.3596989492
MX20235,Oaxaca,San Luis Amatlán,81.5055408971
MX20236,Oaxaca,San Marcial Ozolotepec,92.9406461307
MX20237,Oaxaca,San Marcos Arteaga,60.4483204134
MX20238,Oaxaca,San Martín de los Cansecos,77.5498489426
MX20239,Oaxaca,San Martín Huamelúlpam,75.1746192893
MX20240,Oaxaca,San Martín Itunyoso,97.5390885513
MX20241,Oaxaca,San Martín Lachilá,79.8269794721
MX20242,Oaxaca,San Martín Peras,97.7759441708
MX20243,Oaxaca,San Martín Tilcajete,51.2745604964
MX20244,Oaxaca,San Martín Toxpalan,73.3378551318
MX20245,Oaxaca,San Martín Zacatepec,85.0046583851
MX20246,Oaxaca,San Mateo Cajonos,88.1258389262
MX20247,Oaxaca,Capulálpam de Méndez,34.3379174853
MX20248,Oaxaca,San Mateo del Mar,90.2952549482
MX20249,Oaxaca,San Mateo Yoloxochitlán,92.4289473684
MX20250,Oaxaca,San Mateo Etlatongo,71.0341741253
MX20251,Oaxaca,San Mateo Nejápam,90.5409015025
MX20252,Oaxaca,San Mateo Peñasco,92.1383026493
MX20253,Oaxaca,San Mateo Piñas,88.2993503248
MX20254,Oaxaca,San Mateo Río Hondo,77.8006578947
MX20255,Oaxaca,San Mateo Sindihui,91.981827622
MX20256,Oaxaca,San Mateo Tlapiltepec,82.59030837
MX20257,Oaxaca,San Melchor Betaza,90.3396603397
MX20258,Oaxaca,San Miguel Achiutla,88.2621502209
MX20259,Oaxaca,San Miguel Ahuehuetitlán,92.4249530957
MX20260,Oaxaca,San Miguel Aloápam,87.4136973623
MX20261,Oaxaca,San Miguel Amatitlán,74.9353429445
MX20262,Oaxaca,San Miguel Amatlán,75.3360572012
MX20263,Oaxaca,San Miguel Coatlán,90.1391359593
MX20264,Oaxaca,San Miguel Chicahua,91.2478176528
MX20265,Oaxaca,San Miguel Chimalapa,76.8122908427
MX20266,Oaxaca,San Miguel del Puerto,47.0597104224
MX20267,Oaxaca,San Miguel del Río,82.8065843621
MX20268,Oaxaca,San Miguel Ejutla,61.4345549738
MX20269,Oaxaca,San Miguel el Grande,69.5161290323
MX20270,Oaxaca,San Miguel Huautla,96.8358585859
MX20271,Oaxaca,San Miguel Mixtepec,98.6647020301
MX20272,Oaxaca,San Miguel Panixtlahuaca,96.101756712
MX20273,Oaxaca,San Miguel Peras,96.7283718431
MX20274,Oaxaca,San Miguel Piedras,95.001740644
MX20275,Oaxaca,San Miguel Quetzaltepec,95.8323764179
MX20276,Oaxaca,San Miguel Santa Flor,93.1950146628
MX20277,Oaxaca,Villa Sola de Vega,86.4402288943
MX20278,Oaxaca,San Miguel Soyaltepec,78.1059041798
MX20279,Oaxaca,San Miguel Suchixtepec,90.2663369834
MX20280,Oaxaca,Villa Talea de Castro,79.0035443038
MX20281,Oaxaca,San Miguel Tecomatlán,65.1854304636
MX20282,Oaxaca,San Miguel Tenango,85.8520801233
MX20283,Oaxaca,San Miguel Tequixtepec,79.8756027001
MX20284,Oaxaca,San Miguel Tilquiápam,98.7893376414
MX20285,Oaxaca,San Miguel Tlacamama,64.3352729288
MX20286,Oaxaca,San Miguel Tlacotepec,74.2283120377
MX20287,Oaxaca,San Miguel Tulancingo,69.7166123779
MX20288,Oaxaca,San Miguel Yotao,97.6333333333
MX20289,Oaxaca,San Nicolás,81.8687707641
MX20290,Oaxaca,San Nicolás Hidalgo,65.8021235521
MX20291,Oaxaca,San Pablo Coatlán,89.0980066445
MX20292,Oaxaca,San Pablo Cuatro Venados,98.3413959917
MX20293,Oaxaca,San Pablo Etla,19.4660716289
MX20294,Oaxaca,San Pablo Huitzo,48.5868880618
MX20295,Oaxaca,San Pablo Huixtepec,54.8654187432
MX20296,Oaxaca,San Pablo Macuiltianguis,84.6706521739
MX20297,Oaxaca,San Pablo Tijaltepec,97.5149031297
MX20298,Oaxaca,San Pablo Villa de Mitla,71.1561067939
MX20299,Oaxaca,San Pablo Yaganiza,82.0589301904
MX20300,Oaxaca,San Pedro Amuzgos,85.5953192808
MX20301,Oaxaca,San Pedro Apóstol,61.9684343434
MX20302,Oaxaca,San Pedro Atoyac,93.4935498221
MX20303,Oaxaca,San Pedro Cajonos,79.9571295433
MX20304,Oaxaca,San Pedro Coxcaltepec Cántaros,94.934751773
MX20305,Oaxaca,San Pedro Comitancillo,32.799719888
MX20306,Oaxaca,San Pedro el Alto,92.7449693788
MX20307,Oaxaca,San Pedro Huamelula,44.7467811159
MX20308,Oaxaca,San Pedro Huilotepec,68.2924961715
MX20309,Oaxaca,San Pedro Ixcatlán,88.898289829
MX20310,Oaxaca,San Pedro Ixtlahuaca,54.3469444368
MX20311,Oaxaca,San Pedro Jaltepetongo,96.2256728778
MX20312,Oaxaca,San Pedro Jicayán,85.2402177538
MX20313,Oaxaca,San Pedro Jocotipac,89.3656509695
MX20314,Oaxaca,San Pedro Juchatengo,74.3429561201
MX20315,Oaxaca,San Pedro Mártir,65.3002695418
MX20316,Oaxaca,San Pedro Mártir Quiechapa,88.6216596343
MX20317,Oaxaca,San Pedro Mártir Yucuxaco,85.5713134569
MX20318,Oaxaca,San Pedro Mixtepec - Dto. 22,51.9945738043
MX20319,Oaxaca,San Pedro Mixtepec - Dto. 26,91.3870967742
MX20320,Oaxaca,San Pedro Molinos,85.8223495702
MX20321,Oaxaca,San Pedro Nopala,95.7860026918
MX20322,Oaxaca,San Pedro Ocopetatillo,95.8658064516
MX20323,Oaxaca,San Pedro Ocotepec,92.7797894737
MX20324,Oaxaca,San Pedro Pochutla,46.7666892921
MX20325,Oaxaca,San Pedro Quiatoni,96.1319883741
MX20326,Oaxaca,San Pedro Sochiápam,93.9724512367
MX20327,Oaxaca,San Pedro Tapanatepec,53.796446204
MX20328,Oaxaca,San Pedro Taviche,94.9586255259
MX20329,Oaxaca,San Pedro Teozacoalco,91.590627763
MX20330,Oaxaca,San Pedro Teutila,93.0354460094
MX20331,Oaxaca,San Pedro Tidaá,87.2349785408
MX20332,Oaxaca,San Pedro Topiltepec,80.3188010899
MX20333,Oaxaca,San Pedro Totolápam,46.7109917877
MX20334,Oaxaca,Villa de Tututepec de Melchor Ocampo,61.6568248508
MX20335,Oaxaca,San Pedro Yaneri,93.4519119351
MX20336,Oaxaca,San Pedro Yólox,85.1654676259
MX20337,Oaxaca,San Pedro y San Pablo Ayutla,80.1600226715
MX20338,Oaxaca,Villa de Etla,36.4974036554
MX20339,Oaxaca,San Pedro y San Pablo Teposcolula,48.7038766931
MX20340,Oaxaca,San Pedro y San Pablo Tequixtepec,79.8658753709
MX20341,Oaxaca,San Pedro Yucunama,78.0384615385
MX20342,Oaxaca,San Raymundo Jalpan,20.357000993
MX20343,Oaxaca,San Sebastián Abasolo,60.2617483578
MX20344,Oaxaca,San Sebastián Coatlán,88.4974433893
MX20345,Oaxaca,San Sebastián Ixcapa,65.1745799854
MX20346,Oaxaca,San Sebastián Nicananduta,92.2247043364
MX20347,Oaxaca,San Sebastián Río Hondo,93.5482445372
MX20348,Oaxaca,San Sebastián Tecomaxtlahuaca,75.1580262336
MX20349,Oaxaca,San Sebastián Teitipac,52.4594095941
MX20350,Oaxaca,San Sebastián Tutla,16.8620725999
MX20351,Oaxaca,San Simón Almolongas,80.5164556962
MX20352,Oaxaca,San Simón Zahuatlán,99.6466761537
MX20353,Oaxaca,Santa Ana,83.9047417443
MX20354,Oaxaca,Santa Ana Ateixtlahuaca,97.2292993631
MX20355,Oaxaca,Santa Ana Cuauhtémoc,89.5819793205
MX20356,Oaxaca,Santa Ana del Valle,71.6294746629
MX20357,Oaxaca,Santa Ana Tavela,80.8660287081
MX20358,Oaxaca,Santa Ana Tlapacoyan,67.9693983402
MX20359,Oaxaca,Santa Ana Yareni,91.5955414013
MX20360,Oaxaca,Santa Ana Zegache,74.8308356617
MX20361,Oaxaca,Santa Catalina Quierí,94.5577156744
MX20362,Oaxaca,Santa Catarina Cuixtla,68.8110129164
MX20363,Oaxaca,Santa Catarina Ixtepeji,77.1976568405
MX20364,Oaxaca,Santa Catarina Juquila,75.5700267804
MX20365,Oaxaca,Santa Catarina Lachatao,73.9142040038
MX20366,Oaxaca,Santa Catarina Loxicha,96.5617728532
MX20367,Oaxaca,Santa Catarina Mechoacán,92.5399103139
MX20368,Oaxaca,Santa Catarina Minas,65.1084513923
MX20369,Oaxaca,Santa Catarina Quiané,43.8442584844
MX20370,Oaxaca,Santa Catarina Tayata,76.9479326187
MX20371,Oaxaca,Santa Catarina Ticuá,93.2376963351
MX20372,Oaxaca,Santa Catarina Yosonotú,90.9265202703
MX20373,Oaxaca,Santa Catarina Zapoquila,93.7905236908
MX20374,Oaxaca,Santa Cruz Acatepec,93.946918853
MX20375,Oaxaca,Santa Cruz Amilpas,36.2879209449
MX20376,Oaxaca,Santa Cruz de Bravo,75.4593837535
MX20377,Oaxaca,Santa Cruz Itundujia,88.9023707299
MX20378,Oaxaca,Santa Cruz Mixtepec,81.0626865672
MX20379,Oaxaca,Santa Cruz Nundaco,89.8514920194
MX20380,Oaxaca,Santa Cruz Papalutla,59.0728417266
MX20381,Oaxaca,Santa Cruz Tacache de Mina,63.9438280166
MX20382,Oaxaca,Santa Cruz Tacahua,89.2580645161
MX20383,Oaxaca,Santa Cruz Tayata,89.4087719298
MX20384,Oaxaca,Santa Cruz Xitla,90.2700127065
MX20385,Oaxaca,Santa Cruz Xoxocotlán,48.1673889353
MX20386,Oaxaca,Santa Cruz Zenzontepec,94.6980754676
MX20387,Oaxaca,Santa Gertrudis,69.3342686777
MX20388,Oaxaca,Santa Inés del Monte,95.8636529347
MX20389,Oaxaca,Santa Inés Yatzeche,73.7322222222
MX20390,Oaxaca,Santa Lucía del Camino,27.1901621098
MX20391,Oaxaca,Santa Lucía Miahuatlán,98.0909638554
MX20392,Oaxaca,Santa Lucía Monteverde,95.817121236
MX20393,Oaxaca,Santa Lucía Ocotlán,89.4987945998
MX20394,Oaxaca,Santa María Alotepec,79.8779411765
MX20395,Oaxaca,Santa María Apazco,94.2295396419
MX20396,Oaxaca,Santa María la Asunción,96.1261402957
MX20397,Oaxaca,Heroica Ciudad de Tlaxiaco,54.3903178871
MX20398,Oaxaca,Ayoquezco de Aldama,77.3141039236
MX20399,Oaxaca,Santa María Atzompa,42.4178949019
MX20400,Oaxaca,Santa María Camotlán,63.0543283582
MX20401,Oaxaca,Santa María Colotepec,38.5055629482
MX20402,Oaxaca,Santa María Cortijo,74.0114176974
MX20403,Oaxaca,Santa María Coyotepec,53.9372964169
MX20404,Oaxaca,Santa María Chachoápam,59.7369127517
MX20405,Oaxaca,Villa de Chilapa de Díaz,61.5598885794
MX20406,Oaxaca,Santa María Chilchotla,95.5405405405
MX20407,Oaxaca,Santa María Chimalapa,84.4811390926
MX20408,Oaxaca,Santa María del Rosario,85.8238866397
MX20409,Oaxaca,Santa María del Tule,34.1270794824
MX20410,Oaxaca,Santa María Ecatepec,91.9819113657
MX20411,Oaxaca,Santa María Guelacé,59.2715231788
MX20412,Oaxaca,Santa María Guienagati,81.754857513
MX20413,Oaxaca,Santa María Huatulco,40.0477480666
MX20414,Oaxaca,Santa María Huazolotitlán,69.3094936174
MX20415,Oaxaca,Santa María Ipalapa,78.5256008359
MX20416,Oaxaca,Santa María Ixcatlán,95.9010989011
MX20417,Oaxaca,Santa María Jacatepec,74.8623203499
MX20418,Oaxaca,Santa María Jalapa del Marqués,46.0338169751
MX20419,Oaxaca,Santa María Jaltianguis,75.8203389831
MX20420,Oaxaca,Santa María Lachixío,94.5209125475
MX20421,Oaxaca,Santa María Mixtequilla,50.344151601
MX20422,Oaxaca,Santa María Nativitas,83.5610169492
MX20423,Oaxaca,Santa María Nduayaco,92.1896162528
MX20424,Oaxaca,Santa María Ozolotepec,95.7684350133
MX20425,Oaxaca,Santa María Pápalo,95.9229268293
MX20426,Oaxaca,Santa María Peñoles,98.3234824281
MX20427,Oaxaca,Santa María Petapa,58.5442548432
MX20428,Oaxaca,Santa María Quiegolani,96.6788425047
MX20429,Oaxaca,Santa María Sola,88.0060281313
MX20430,Oaxaca,Santa María Tataltepec,82.8417721519
MX20431,Oaxaca,Santa María Tecomavaca,56.7855168601
MX20432,Oaxaca,Santa María Temaxcalapa,69.6396807298
MX20433,Oaxaca,Santa María Temaxcaltepec,91.8045402078
MX20434,Oaxaca,Santa María Teopoxco,94.4394823649
MX20435,Oaxaca,Santa María Tepantlali,88.1069035829
MX20436,Oaxaca,Santa María Texcatitlán,91.2779661017
MX20437,Oaxaca,Santa María Tlahuitoltepec,90.6788565264
MX20438,Oaxaca,Santa María Tlalixtac,92.9042189282
MX20439,Oaxaca,Santa María Tonameca,59.3913874176
MX20440,Oaxaca,Santa María Totolapilla,77.4323640961
MX20441,Oaxaca,Santa María Xadani,83.6438006438
MX20442,Oaxaca,Santa María Yalina,89.8473895582
MX20443,Oaxaca,Santa María Yavesía,71.6074766355
MX20444,Oaxaca,Santa María Yolotepec,92.75782881
MX20445,Oaxaca,Santa María Yosoyúa,89.771497294
MX20446,Oaxaca,Santa María Yucuhiti,89.3648787154
MX20447,Oaxaca,Santa María Zacatepec,85.7441484959
MX20448,Oaxaca,Santa María Zaniza,98.3949201147
MX20449,Oaxaca,Santa María Zoquitlán,80.5581679389
MX20450,Oaxaca,Santiago Amoltepec,98.7822859243
MX20451,Oaxaca,Santiago Apoala,93.678197065
MX20452,Oaxaca,Santiago Apóstol,91.2183934808
MX20453,Oaxaca,Santiago Astata,53.8585535095
MX20454,Oaxaca,Santiago Atitlán,93.2416570771
MX20455,Oaxaca,Santiago Ayuquililla,86.5189340813
MX20456,Oaxaca,Santiago Cacaloxtepec,65.5826140567
MX20457,Oaxaca,Santiago Camotlán,94.3060790274
MX20458,Oaxaca,Santiago Comaltepec,84.1256637168
MX20459,Oaxaca,Santiago Chazumba,66.1486599665
MX20460,Oaxaca,Santiago Choápam,95.5187061574
MX20461,Oaxaca,Santiago del Río,82.4796116505
MX20462,Oaxaca,Santiago Huajolotitlán,51.4656471125
MX20463,Oaxaca,Santiago Huauclilla,89.1333333333
MX20464,Oaxaca,Santiago Ihuitlán Plumas,92.9230769231
MX20465,Oaxaca,Santiago Ixcuintepec,95.3821538462
MX20466,Oaxaca,Santiago Ixtayutla,96.7697794599
MX20467,Oaxaca,Santiago Jamiltepec,66.2530426507
MX20468,Oaxaca,Santiago Jocotepec,88.0698311597
MX20469,Oaxaca,Santiago Juxtlahuaca,82.2645090103
MX20470,Oaxaca,Santiago Lachiguiri,80.685327735
MX20471,Oaxaca,Santiago Lalopa,92.6019900498
MX20472,Oaxaca,Santiago Laollaga,50.6905910736
MX20473,Oaxaca,Santiago Laxopa,91.6163723917
MX20474,Oaxaca,Santiago Llano Grande,57.3674265147
MX20475,Oaxaca,Santiago Matatlán,88.8264172385
MX20476,Oaxaca,Santiago Miltepec,69.8014705882
MX20477,Oaxaca,Santiago Minas,81.1344984802
MX20478,Oaxaca,Santiago Nacaltepec,90.288700196
MX20479,Oaxaca,Santiago Nejapilla,93.8139534884
MX20480,Oaxaca,Santiago Nundiche,93.2229007634
MX20481,Oaxaca,Santiago Nuyoó,89.3002695418
MX20482,Oaxaca,Santiago Pinotepa Nacional,54.7668620896
MX20483,Oaxaca,Santiago Suchilquitongo,76.9601413151
MX20484,Oaxaca,Santiago Tamazola,74.0113584734
MX20485,Oaxaca,Santiago Tapextla,84.9665584416
MX20486,Oaxaca,Villa Tejúpam de la Unión,59.8950930626
MX20487,Oaxaca,Santiago Tenango,86.7958333333
MX20488,Oaxaca,Santiago Tepetlapa,77.859375
MX20489,Oaxaca,Santiago Tetepec,84.4838377599
MX20490,Oaxaca,Santiago Texcalcingo,96.9591492235
MX20491,Oaxaca,Santiago Textitlán,95.8839872747
MX20492,Oaxaca,Santiago Tilantongo,95.1906005222
MX20493,Oaxaca,Santiago Tillo,68.0114068441
