adm2_code,entidad,municipio,poverty_rate
MX28035,Tamaulipas,San Fernando,59.1994107516
MX28036,Tamaulipas,San Nicolás,82.8862612613
MX28037,Tamaulipas,Soto la Marina,51.862370322
MX28038,Tamaulipas,Tampico,28.7663191512
MX28039,Tamaulipas,Tula,62.3868524784
MX28040,Tamaulipas,Valle Hermoso,46.6882153614
MX28041,Tamaulipas,Victoria,33.3534131761
MX28042,Tamaulipas,Villagrán,57.4629984663
MX28043,Tamaulipas,Xicoténcatl,28.0087752132
MX29001,Tlaxcala,Amaxac de Guerrero,48.8567108107
MX29002,Tlaxcala,Apetatitlán de Antonio Carvajal,42.7840371374
MX29003,Tlaxcala,Atlangatepec,58.2440785673
MX29004,Tlaxcala,Atltzayanca,73.4655463332
MX29005,Tlaxcala,Apizaco,44.1998121302
MX29006,Tlaxcala,Calpulalpan,59.8696645131
MX29007,Tlaxcala,El Carmen Tequexquitla,87.8457376176
MX29008,Tlaxcala,Cuapiaxtla,75.300416424
MX29009,Tlaxcala,Cuaxomulco,55.4579276773
MX29010,Tlaxcala,Chiautempan,58.1867257376
MX29011,Tlaxcala,Muñoz de Domingo Arenas,43.6638942205
MX29012,Tlaxcala,Españita,69.3656765677
MX29013,Tlaxcala,Huamantla,63.8899675201
MX29014,Tlaxcala,Hueyotlipan,76.6350461588
MX29015,Tlaxcala,Ixtacuixtla de Mariano Matamoros,55.7527588918
MX29016,Tlaxcala,Ixtenco,68.2286255411
MX29017,Tlaxcala,Mazatecochco de José María Morelos,90.4066475941
MX29018,Tlaxcala,Contla de Juan Cuamatzi,64.7856034715
MX29019,Tlaxcala,Tepetitla de Lardizábal,72.0633680669
MX29020,Tlaxcala,Sanctórum de Lázaro Cárdenas,81.3064828774
MX29021,Tlaxcala,Nanacamilpa de Mariano Arista,67.9354977894
MX29022,Tlaxcala,Acuamanala de Miguel Hidalgo,40.4581597222
MX29023,Tlaxcala,Natívitas,61.8774689796
MX29024,Tlaxcala,Panotla,44.2696299731
MX29025,Tlaxcala,San Pablo del Monte,73.8151386828
MX29026,Tlaxcala,Santa Cruz Tlaxcala,48.225151089
MX29027,Tlaxcala,Tenancingo,76.3055009882
MX29028,Tlaxcala,Teolocholco,63.1285914573
MX29029,Tlaxcala,Tepeyanco,47.2940578049
MX29030,Tlaxcala,Terrenate,73.6977044623
MX29031,Tlaxcala,Tetla de la Solidaridad,53.3907156614
MX29032,Tlaxcala,Tetlatlahuca,52.4838564658
MX29033,Tlaxcala,Tlaxcala,25.0366667989
MX29034,Tlaxcala,Tlaxco,67.5362082009
MX29035,Tlaxcala,Tocatlán,71.6810512654
MX29036,Tlaxcala,Totolac,42.1176826666
MX29037,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,78.7302936631
MX29038,Tlaxcala,Tzompantepec,47.2839073572
MX29039,Tlaxcala,Xaloztoc,65.8434671359
MX29040,Tlaxcala,Xaltocan,55.8667012301
MX29041,Tlaxcala,Papalotla de Xicohténcatl,64.5813739768
MX29042,Tlaxcala,Xicohtzinco,51.1516126281
MX29043,Tlaxcala,Yauhquemehcan,48.979743607
MX29044,Tlaxcala,Zacatelco,57.7313913456
MX29045,Tlaxcala,Benito Juárez,80.6839108508
MX29046,Tlaxcala,Emiliano Zapata,83.6885714286
MX29047,Tlaxcala,Lázaro Cárdenas,75.9145523476
MX29048,Tlaxcala,La Magdalena Tlaltelulco,
MX29049,Tlaxcala,San Damián Texóloc,56.5933274802
MX29050,Tlaxcala,San Francisco Tetlanohcan,67.3761027509
MX29051,Tlaxcala,San Jerónimo Zacualpan,53.5945267386
MX29052,Tlaxcala,San José Teacalco,81.0387363074
MX29053,Tlaxcala,San Juan Huactzinco,64.9245004694
MX29054,Tlaxcala,San Lorenzo Axocomanitla,53.6348079374
MX29055,Tlaxcala,San Lucas Tecopilco,75.2210456651
MX29056,Tlaxcala,Santa Ana Nopalucan,69.9657480315
MX29057,Tlaxcala,Santa Apolonia Teacalco,62.8545821197
MX29058,Tlaxcala,Santa Catarina Ayometla,61.3614926988
MX29059,Tlaxcala,Santa Cruz Quilehtla,72.689830282
MX29060,Tlaxcala,Santa Isabel Xiloxoxtla,60.8054511278
MX30001,Veracruz de Ignacio de la Llave,Acajete,72.7663140253
MX30002,Veracruz de Ignacio de la Llave,Acatlán,77.5405325444
MX30003,Veracruz de Ignacio de la Llave,Acayucan,63.0639518223
MX30004,Veracruz de Ignacio de la Llave,Actopan,50.95430871
MX30005,Veracruz de Ignacio de la Llave,Acula,57.4701071081
MX30006,Veracruz de Ignacio de la Llave,Acultzingo,81.2181343551
MX30007,Veracruz de Ignacio de la Llave,Camarón de Tejeda,56.4029666255
MX30008,Veracruz de Ignacio de la Llave,Alpatláhuac,82.5626725083
MX30009,Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios,63.145499388
MX30010,Veracruz de Ignacio de la Llave,Altotonga,87.2423971919
MX30011,Veracruz de Ignacio de la Llave,Alvarado,30.0172316721
MX30012,Veracruz de Ignacio de la Llave,Amatitlán,43.1569131833
MX30013,Veracruz de Ignacio de la Llave,Naranjos Amatlán,48.7305771871
MX30014,Veracruz de Ignacio de la Llave,Amatlán de los Reyes,55.4731103654
MX30015,Veracruz de Ignacio de la Llave,Angel R. Cabada,59.7328882325
MX30016,Veracruz de Ignacio de la Llave,La Antigua,43.9125059494
MX30017,Veracruz de Ignacio de la Llave,Apazapan,45.061237785
MX30018,Veracruz de Ignacio de la Llave,Aquila,91.1204323212
MX30019,Veracruz de Ignacio de la Llave,Astacinga,93.6630132983
MX30020,Veracruz de Ignacio de la Llave,Atlahuilco,94.59628423
MX30021,Veracruz de Ignacio de la Llave,Atoyac,58.871338001
MX30022,Veracruz de Ignacio de la Llave,Atzacan,81.9041919545
MX30023,Veracruz de Ignacio de la Llave,Atzalan,73.0327163839
MX30024,Veracruz de Ignacio de la Llave,Tlaltetela,80.2168545242
MX30025,Veracruz de Ignacio de la Llave,Ayahualulco,95.9078301445
MX30026,Veracruz de Ignacio de la Llave,Banderilla,46.1366149029
MX30027,Veracruz de Ignacio de la Llave,Benito Juárez,81.8291186148
MX30028,Veracruz de Ignacio de la Llave,Boca del Río,35.0694762599
MX30029,Veracruz de Ignacio de la Llave,Calcahualco,92.7117475073
MX30030,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,63.1801222465
MX30031,Veracruz de Ignacio de la Llave,Carrillo Puerto,75.2364513583
MX30032,Veracruz de Ignacio de la Llave,Catemaco,81.5282668106
MX30033,Veracruz de Ignacio de la Llave,Cazones de Herrera,76.8682277167
MX30034,Veracruz de Ignacio de la Llave,Cerro Azul,57.2633101156
MX30035,Veracruz de Ignacio de la Llave,Citlaltépetl,83.6754683952
MX30036,Veracruz de Ignacio de la Llave,Coacoatzintla,84.3518998369
MX30037,Veracruz de Ignacio de la Llave,Coahuitlán,93.7531269741
MX30038,Veracruz de Ignacio de la Llave,Coatepec,52.9802448206
MX30039,Veracruz de Ignacio de la Llave,Coatzacoalcos,43.4889006442
MX30040,Veracruz de Ignacio de la Llave,Coatzintla,46.5036559165
MX30041,Veracruz de Ignacio de la Llave,Coetzala,72.0130548303
MX30042,Veracruz de Ignacio de la Llave,Colipa,67.6835847382
MX30043,Veracruz de Ignacio de la Llave,Comapa,88.349727344
MX30044,Veracruz de Ignacio de la Llave,Córdoba,47.3591430385
MX30045,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,47.526116153
MX30046,Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,80.8097798085
MX30047,Veracruz de Ignacio de la Llave,Coscomatepec,89.0838378726
MX30048,Veracruz de Ignacio de la Llave,Cosoleacaque,53.2192343239
MX30049,Veracruz de Ignacio de la Llave,Cotaxtla,52.3649460851
MX30050,Veracruz de Ignacio de la Llave,Coxquihui,86.9286350871
MX30051,Veracruz de Ignacio de la Llave,Coyutla,83.9372977624
MX30052,Veracruz de Ignacio de la Llave,Cuichapa,64.2811665218
MX30053,Veracruz de Ignacio de la Llave,Cuitláhuac,54.6390391884
MX30054,Veracruz de Ignacio de la Llave,Chacaltianguis,57.2267483203
MX30055,Veracruz de Ignacio de la Llave,Chalma,67.76908145
MX30056,Veracruz de Ignacio de la Llave,Chiconamel,73.5397560599
MX30057,Veracruz de Ignacio de la Llave,Chiconquiaco,94.0833578034
MX30058,Veracruz de Ignacio de la Llave,Chicontepec,73.1876666293
MX30059,Veracruz de Ignacio de la Llave,Chinameca,63.0343082756
MX30060,Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,73.3940247504
MX30061,Veracruz de Ignacio de la Llave,Las Choapas,74.0041398945
MX30062,Veracruz de Ignacio de la Llave,Chocamán,78.3012893467
MX30063,Veracruz de Ignacio de la Llave,Chontla,68.429460827
MX30064,Veracruz de Ignacio de la Llave,Chumatlán,88.2425617751
MX30065,Veracruz de Ignacio de la Llave,Emiliano Zapata,39.4849899894
MX30066,Veracruz de Ignacio de la Llave,Espinal,77.7248059241
MX30067,Veracruz de Ignacio de la Llave,Filomeno Mata,94.8501924117
MX30068,Veracruz de Ignacio de la Llave,Fortín,50.8754591329
MX30069,Veracruz de Ignacio de la Llave,Gutiérrez Zamora,57.7861536353
MX30070,Veracruz de Ignacio de la Llave,Hidalgotitlán,75.3163083667
MX30071,Veracruz de Ignacio de la Llave,Huatusco,68.30923729
MX30072,Veracruz de Ignacio de la Llave,Huayacocotla,78.2841505551
MX30073,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,77.0588704238
MX30074,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,55.0351024993
MX30075,Veracruz de Ignacio de la Llave,Ignacio de la Llave,70.4843658524
MX30076,Veracruz de Ignacio de la Llave,Ilamatlán,91.7375709421
MX30077,Veracruz de Ignacio de la Llave,Isla,65.5081316549
MX30078,Veracruz de Ignacio de la Llave,Ixcatepec,79.0803871684
MX30079,Veracruz de Ignacio de la Llave,Ixhuacán de los Reyes,89.2802822773
MX30080,Veracruz de Ignacio de la Llave,Ixhuatlán del Café,85.6974739543
MX30081,Veracruz de Ignacio de la Llave,Ixhuatlancillo,64.243364877
MX30082,Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,57.998681658
MX30083,Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,86.4751045849
MX30084,Veracruz de Ignacio de la Llave,Ixmatlahuacan,48.4307664167
MX30085,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,52.7898240493
MX30086,Veracruz de Ignacio de la Llave,Jalacingo,81.4586238644
MX30087,Veracruz de Ignacio de la Llave,Xalapa,38.2822275542
MX30088,Veracruz de Ignacio de la Llave,Jalcomulco,71.9833700661
MX30089,Veracruz de Ignacio de la Llave,Jáltipan,64.647412226
MX30090,Veracruz de Ignacio de la Llave,Jamapa,55.1505385736
MX30091,Veracruz de Ignacio de la Llave,Jesús Carranza,73.9666908626
MX30092,Veracruz de Ignacio de la Llave,Xico,76.7564342418
MX30093,Veracruz de Ignacio de la Llave,Jilotepec,62.9730530231
MX30094,Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,67.0259076643
MX30095,Veracruz de Ignacio de la Llave,Juchique de Ferrer,72.5271418299
MX30096,Veracruz de Ignacio de la Llave,Landero y Coss,76.8093306288
MX30097,Veracruz de Ignacio de la Llave,Lerdo de Tejada,51.5839809669
MX30098,Veracruz de Ignacio de la Llave,Magdalena,88.7193638915
MX30099,Veracruz de Ignacio de la Llave,Maltrata,84.2882796931
MX30100,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,56.122404349
MX30101,Veracruz de Ignacio de la Llave,Mariano Escobedo,78.6015568784
MX30102,Veracruz de Ignacio de la Llave,Martínez de la Torre,55.4964878823
MX30103,Veracruz de Ignacio de la Llave,Mecatlán,94.6620030037
MX30104,Veracruz de Ignacio de la Llave,Mecayapan,83.0565667619
MX30105,Veracruz de Ignacio de la Llave,Medellín,39.7761523067
MX30106,Veracruz de Ignacio de la Llave,Miahuatlán,89.7513885803
MX30107,Veracruz de Ignacio de la Llave,Las Minas,88.1064926142
MX30108,Veracruz de Ignacio de la Llave,Minatitlán,43.8822013819
MX30109,Veracruz de Ignacio de la Llave,Misantla,60.7583170792
MX30110,Veracruz de Ignacio de la Llave,Mixtla de Altamirano,93.9809166667
MX30111,Veracruz de Ignacio de la Llave,Moloacán,59.6197215291
MX30112,Veracruz de Ignacio de la Llave,Naolinco,67.8505331567
MX30113,Veracruz de Ignacio de la Llave,Naranjal,72.1012235818
MX30114,Veracruz de Ignacio de la Llave,Nautla,48.2362235388
MX30115,Veracruz de Ignacio de la Llave,Nogales,68.3424661533
MX30116,Veracruz de Ignacio de la Llave,Oluta,71.2956986443
MX30117,Veracruz de Ignacio de la Llave,Omealca,68.5815922895
MX30118,Veracruz de Ignacio de la Llave,Orizaba,32.1786949409
MX30119,Veracruz de Ignacio de la Llave,Otatitlán,66.2607284529
MX30120,Veracruz de Ignacio de la Llave,Oteapan,76.1537514699
MX30121,Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas,44.6475003631
MX30122,Veracruz de Ignacio de la Llave,Pajapan,85.8176327093
MX30123,Veracruz de Ignacio de la Llave,Pánuco,48.8666455265
MX30124,Veracruz de Ignacio de la Llave,Papantla,69.6705233367
MX30125,Veracruz de Ignacio de la Llave,Paso del Macho,57.1725197425
MX30126,Veracruz de Ignacio de la Llave,Paso de Ovejas,52.130730463
MX30127,Veracruz de Ignacio de la Llave,La Perla,95.2508351593
MX30128,Veracruz de Ignacio de la Llave,Perote,73.5188705942
MX30129,Veracruz de Ignacio de la Llave,Platón Sánchez,71.7127975514
MX30130,Veracruz de Ignacio de la Llave,Playa Vicente,72.2115576167
MX30131,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,49.8301619809
MX30132,Veracruz de Ignacio de la Llave,Las Vigas de Ramírez,83.0186044211
MX30133,Veracruz de Ignacio de la Llave,Pueblo Viejo,55.1218470659
MX30134,Veracruz de Ignacio de la Llave,Puente Nacional,54.2472109149
MX30135,Veracruz de Ignacio de la Llave,Rafael Delgado,79.2170053749
MX30136,Veracruz de Ignacio de la Llave,Rafael Lucio,64.4431415659
MX30137,Veracruz de Ignacio de la Llave,Los Reyes,93.8968228498
MX30138,Veracruz de Ignacio de la Llave,Río Blanco,43.6984240741
MX30139,Veracruz de Ignacio de la Llave,Saltabarranca,54.1004983389
MX30140,Veracruz de Ignacio de la Llave,San Andrés Tenejapan,86.2105263158
MX30141,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,79.3478558707
MX30142,Veracruz de Ignacio de la Llave,San Juan Evangelista,69.0500188186
MX30143,Veracruz de Ignacio de la Llave,Santiago Tuxtla,75.5463021733
MX30144,Veracruz de Ignacio de la Llave,Sayula de Alemán,78.4482675509
MX30145,Veracruz de Ignacio de la Llave,Soconusco,68.1775395144
MX30146,Veracruz de Ignacio de la Llave,Sochiapa,76.4956049638
MX30147,Veracruz de Ignacio de la Llave,Soledad Atzompa,96.1861719788
MX30148,Veracruz de Ignacio de la Llave,Soledad de Doblado,67.7069615793
MX30149,Veracruz de Ignacio de la Llave,Soteapan,90.7659519035
MX30150,Veracruz de Ignacio de la Llave,Tamalín,72.2329598661
MX30151,Veracruz de Ignacio de la Llave,Tamiahua,62.7441679634
MX30152,Veracruz de Ignacio de la Llave,Tampico Alto,54.184044147
MX30153,Veracruz de Ignacio de la Llave,Tancoco,64.0777211183
MX30154,Veracruz de Ignacio de la Llave,Tantima,73.8831790449
MX30155,Veracruz de Ignacio de la Llave,Tantoyuca,78.6607876064
MX30156,Veracruz de Ignacio de la Llave,Tatatila,87.960640427
MX30157,Veracruz de Ignacio de la Llave,Castillo de Teayo,69.0351645
MX30158,Veracruz de Ignacio de la Llave,Tecolutla,66.0071908829
MX30159,Veracruz de Ignacio de la Llave,Tehuipango,97.1235367029
MX30160,Veracruz de Ignacio de la Llave,Álamo Temapache,63.4404125268
MX30161,Veracruz de Ignacio de la Llave,Tempoal,69.9915159096
MX30162,Veracruz de Ignacio de la Llave,Tenampa,81.512084118
MX30163,Veracruz de Ignacio de la Llave,Tenochtitlán,81.2115965371
MX30164,Veracruz de Ignacio de la Llave,Teocelo,71.1840948332
MX30165,Veracruz de Ignacio de la Llave,Tepatlaxco,76.6105894332
MX30166,Veracruz de Ignacio de la Llave,Tepetlán,70.8438577586
MX30167,Veracruz de Ignacio de la Llave,Tepetzintla,80.859209579
MX30168,Veracruz de Ignacio de la Llave,Tequila,89.9680129442
MX30169,Veracruz de Ignacio de la Llave,José Azueta,62.0402102987
MX30170,Veracruz de Ignacio de la Llave,Texcatepec,93.1616446072
MX30171,Veracruz de Ignacio de la Llave,Texhuacán,86.8731751825
MX30172,Veracruz de Ignacio de la Llave,Texistepec,77.7111124612
MX30173,Veracruz de Ignacio de la Llave,Tezonapa,75.1864438142
MX30174,Veracruz de Ignacio de la Llave,Tierra Blanca,53.8622800486
MX30175,Veracruz de Ignacio de la Llave,Tihuatlán,68.7251036457
MX30176,Veracruz de Ignacio de la Llave,Tlacojalpan,68.2195682131
MX30177,Veracruz de Ignacio de la Llave,Tlacolulan,82.2180092517
MX30178,Veracruz de Ignacio de la Llave,Tlacotalpan,59.8666156719
MX30179,Veracruz de Ignacio de la Llave,Tlacotepec de Mejía,78.0701045627
MX30180,Veracruz de Ignacio de la Llave,Tlachichilco,85.3407711698
MX30181,Veracruz de Ignacio de la Llave,Tlalixcoyan,52.6168997102
MX30182,Veracruz de Ignacio de la Llave,Tlalnelhuayocan,69.5904542051
MX30183,Veracruz de Ignacio de la Llave,Tlapacoyan,70.6094628732
MX30184,Veracruz de Ignacio de la Llave,Tlaquilpa,93.9053209136
MX30185,Veracruz de Ignacio de la Llave,Tlilapan,77.1472925522
MX30186,Veracruz de Ignacio de la Llave,Tomatlán,66.2324567571
MX30187,Veracruz de Ignacio de la Llave,Tonayán,91.6456228956
MX30188,Veracruz de Ignacio de la Llave,Totutla,83.7657811838
MX30189,Veracruz de Ignacio de la Llave,Tuxpan,45.2559516434
MX30190,Veracruz de Ignacio de la Llave,Tuxtilla,41.8399642378
MX30191,Veracruz de Ignacio de la Llave,Ursulo Galván,39.3603499809
MX30192,Veracruz de Ignacio de la Llave,Vega de Alatorre,62.4296400019
MX30193,Veracruz de Ignacio de la Llave,Veracruz,40.9897468701
MX30194,Veracruz de Ignacio de la Llave,Villa Aldama,85.9039728387
MX30195,Veracruz de Ignacio de la Llave,Xoxocotla,93.8865748709
MX30196,Veracruz de Ignacio de la Llave,Yanga,51.67365741
MX30197,Veracruz de Ignacio de la Llave,Yecuatla,74.0048497123
MX30198,Veracruz de Ignacio de la Llave,Zacualpan,80.9754555037
MX30199,Veracruz de Ignacio de la Llave,Zaragoza,84.1437365265
MX30200,Veracruz de Ignacio de la Llave,Zentla,63.6009736775
MX30201,Veracruz de Ignacio de la Llave,Zongolica,86.0479487523
MX30202,Veracruz de Ignacio de la Llave,Zontecomatlán de López y Fuentes,91.8566560022
MX30203,Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo,88.6030125994
MX30204,Veracruz de Ignacio de la Llave,Agua Dulce,52.8908330336
MX30205,Veracruz de Ignacio de la Llave,El Higo,47.9882245583
MX30206,Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río,44.7727526407
MX30207,Veracruz de Ignacio de la Llave,Tres Valles,57.0352771196
MX30208,Veracruz de Ignacio de la Llave,Carlos A. Carrillo,39.9052906577
MX30209,Veracruz de Ignacio de la Llave,Tatahuicapan de Juárez,86.7382389991
MX30210,Veracruz de Ignacio de la Llave,Uxpanapa,83.2032754756
MX30211,Veracruz de Ignacio de la Llave,San Rafael,56.0755169551
MX30212,Veracruz de Ignacio de la Llave,Santiago Sochiapan,85.3549630925
MX31001,Yucatán,Abalá,58.1583880037
MX31002,Yucatán,Acanceh,47.8169945099
MX31003,Yucatán,Akil,84.4409083369
MX31004,Yucatán,Baca,39.9275218755
MX31005,Yucatán,Bokobá,43.0703161869
MX31006,Yucatán,Buctzotz,76.4138702461
MX31007,Yucatán,Cacalchén,56.7679342527
MX31008,Yucatán,Calotmul,87.4272844273
MX31009,Yucatán,Cansahcab,53.7608056121
MX31010,Yucatán,Cantamayec,80.0259597806
MX31011,Yucatán,Celestún,85.0230966638
MX31012,Yucatán,Cenotillo,85.8280653951
MX31013,Yucatán,Conkal,29.9301022955
MX31014,Yucatán,Cuncunul,79.4562989753
MX31015,Yucatán,Cuzamá,61.8397389413
MX31016,Yucatán,Chacsinkín,95.7746096402
MX31017,Yucatán,Chankom,87.4571115974
MX31018,Yucatán,Chapab,60.1537290715
MX31019,Yucatán,Chemax,93.2374062413
MX31020,Yucatán,Chicxulub Pueblo,53.209695861
MX31021,Yucatán,Chichimilá,89.6840665353
MX31022,Yucatán,Chikindzonot,97.6349428505
MX31023,Yucatán,Chocholá,56.1122362869
MX31024,Yucatán,Chumayel,88.7134652202
MX31025,Yucatán,Dzán,81.1307366638
MX31026,Yucatán,Dzemul,46.1603245663
MX31027,Yucatán,Dzidzantún,54.6336573512
MX31028,Yucatán,Dzilam de Bravo,49.3766188309
MX31029,Yucatán,Dzilam González,76.8956406869
MX31030,Yucatán,Dzitás,80.2727272727
MX31031,Yucatán,Dzoncauich,66.5901756902
MX31032,Yucatán,Espita,90.5449005578
MX31033,Yucatán,Halachó,67.8916371672
MX31034,Yucatán,Hocabá,67.0023507287
MX31035,Yucatán,Hoctún,72.1681628727
MX31036,Yucatán,Homún,68.144494835
MX31037,Yucatán,Huhí,81.9592072349
MX31038,Yucatán,Hunucmá,65.3224321817
MX31039,Yucatán,Ixil,59.6647087616
MX31040,Yucatán,Izamal,58.7213551424
MX31041,Yucatán,Kanasín,44.445912923
MX31042,Yucatán,Kantunil,81.9590536852
MX31043,Yucatán,Kaua,88.0143928036
MX31044,Yucatán,Kinchil,66.7558345844
MX31045,Yucatán,Kopomá,44.9613636364
MX31046,Yucatán,Mama,82.6482104619
MX31047,Yucatán,Maní,75.8020489668
MX31048,Yucatán,Maxcanú,57.2841868596
MX31049,Yucatán,Mayapán,93.05218509
MX31050,Yucatán,Mérida,25.6538747128
MX31051,Yucatán,Mocochá,28.3697277894
MX31052,Yucatán,Motul,50.5723697882
MX31053,Yucatán,Muna,69.8895932032
MX31054,Yucatán,Muxupip,48.5872801083
MX31055,Yucatán,Opichén,77.7496396656
MX31056,Yucatán,Oxkutzcab,77.3580691831
MX31057,Yucatán,Panabá,75.4616383227
MX31058,Yucatán,Peto,85.3223402793
MX31059,Yucatán,Progreso,42.0864953263
MX31060,Yucatán,Quintana Roo,74.8701973001
MX31061,Yucatán,Río Lagartos,27.4118998979
MX31062,Yucatán,Sacalum,69.3108303997
MX31063,Yucatán,Samahil,48.9524666907
MX31064,Yucatán,Sanahcat,56.1355529132
MX31065,Yucatán,San Felipe,32.2310660878
MX31066,Yucatán,Santa Elena,81.8734146925
MX31067,Yucatán,Seyé,62.3510100438
MX31068,Yucatán,Sinanché,65.5363344051
MX31069,Yucatán,Sotuta,83.9684198569
MX31070,Yucatán,Sucilá,76.8132235657
MX31071,Yucatán,Sudzal,66.8815858112
MX31072,Yucatán,Suma,46.88091354
MX31073,Yucatán,Tahdziú,98.0766177739
MX31074,Yucatán,Tahmek,59.746104245
MX31075,Yucatán,Teabo,87.2456038367
MX31076,Yucatán,Tecoh,54.8032556835
MX31077,Yucatán,Tekal de Venegas,82.0266101041
MX31078,Yucatán,Tekantó,65.3167667941
MX31079,Yucatán,Tekax,74.8251685381
MX31080,Yucatán,Tekit,82.0604495678
MX31081,Yucatán,Tekom,91.5432290053
MX31082,Yucatán,Telchac Pueblo,56.422363847
MX31083,Yucatán,Telchac Puerto,42.4991896272
MX31084,Yucatán,Temax,77.8783841856
MX31085,Yucatán,Temozón,81.4833923571
MX31086,Yucatán,Tepakán,56.9368471035
MX31087,Yucatán,Tetiz,65.177641369
MX31088,Yucatán,Teya,62.9420442571
MX31089,Yucatán,Ticul,70.5706595604
MX31090,Yucatán,Timucuy,68.9113067028
MX31091,Yucatán,Tinum,84.8240525411
MX31092,Yucatán,Tixcacalcupul,92.7371687136
MX31093,Yucatán,Tixkokob,36.572389698
MX31094,Yucatán,Tixmehuac,90.194221808
MX31095,Yucatán,Tixpéhual,35.5982462419
MX31096,Yucatán,Tizimín,71.8484164796
MX31097,Yucatán,Tunkás,85.2411485921
MX31098,Yucatán,Tzucacab,83.438266217
MX31099,Yucatán,Uayma,90.7757459095
MX31100,Yucatán,Ucú,43.5986908359
MX31101,Yucatán,Umán,39.6843496086
MX31102,Yucatán,Valladolid,61.896352245
MX31103,Yucatán,Xocchel,76.9719871608
MX31104,Yucatán,Yaxcabá,88.8012778202
MX31105,Yucatán,Yaxkukul,49.9852618376
MX31106,Yucatán,Yobaín,42.3450800915
MX32001,Zacatecas,Apozol,45.008382643
MX32002,Zacatecas,Apulco,51.6520123839
MX32003,Zacatecas,Atolinga,50.1405405405
MX32004,Zacatecas,Benito Juárez,67.3672161172
MX32005,Zacatecas,Calera,39.0792988279
MX32006,Zacatecas,Cañitas de Felipe Pescador,56.5287256483
MX32007,Zacatecas,Concepción del Oro,26.7834080486
MX32008,Zacatecas,Cuauhtémoc,61.6772915899
MX32009,Zacatecas,Chalchihuites,54.8173644054
MX32010,Zacatecas,Fresnillo,40.1243479634
MX32011,Zacatecas,Trinidad García de la Cadena,54.1609632446
MX32012,Zacatecas,Genaro Codina,68.7798361689
MX32013,Zacatecas,General Enrique Estrada,46.2327082693
MX32014,Zacatecas,General Francisco R. Murguía,58.5508930921
MX32015,Zacatecas,El Plateado de Joaquín Amaro,48.0257234727
MX32016,Zacatecas,General Pánfilo Natera,65.1082527036
MX32017,Zacatecas,Guadalupe,23.8569209156
MX32018,Zacatecas,Huanusco,46.8195220013
MX32019,Zacatecas,Jalpa,43.0632925938
MX32020,Zacatecas,Jerez,45.4879141197
MX32021,Zacatecas,Jiménez del Teul,64.7102272727
MX32022,Zacatecas,Juan Aldama,57.5251800129
MX32023,Zacatecas,Juchipila,38.3137250841
MX32024,Zacatecas,Loreto,51.7220754919
MX32025,Zacatecas,Luis Moya,49.9031428164
MX32026,Zacatecas,Mazapil,44.0669433165
MX32027,Zacatecas,Melchor Ocampo,56.0197493354
MX32028,Zacatecas,Mezquital del Oro,57.5539419087
MX32029,Zacatecas,Miguel Auza,61.3964980154
MX32030,Zacatecas,Momax,44.5485477178
MX32031,Zacatecas,Monte Escobedo,46.4251292901
MX32032,Zacatecas,Morelos,29.1011521945
MX32033,Zacatecas,Moyahua de Estrada,44.4280260499
MX32034,Zacatecas,Nochistlán de Mejía,40.3324408444
MX32035,Zacatecas,Noria de Ángeles,61.2805756065
MX32036,Zacatecas,Ojocaliente,56.3185779879
MX32037,Zacatecas,Pánuco,56.6334449226
MX32038,Zacatecas,Pinos,67.6087712218
MX32039,Zacatecas,Río Grande,45.5739907489
MX32040,Zacatecas,Sain Alto,61.8966193122
MX32041,Zacatecas,El Salvador,55.0207064555
MX32042,Zacatecas,Sombrerete,38.0611598555
MX32043,Zacatecas,Susticacán,56.5070948469
MX32044,Zacatecas,Tabasco,55.2699401254
MX32045,Zacatecas,Tepechitlán,54.9148042968
MX32046,Zacatecas,Tepetongo,51.3154468963
MX32047,Zacatecas,Teúl de González Ortega,38.9488603716
MX32048,Zacatecas,Tlaltenango de Sánchez Román,37.4584111027
MX32049,Zacatecas,Valparaíso,47.3346069928
MX32050,Zacatecas,Vetagrande,51.4915641063
MX32051,Zacatecas,Villa de Cos,69.407212108
MX32052,Zacatecas,Villa García,33.2675330064
MX32053,Zacatecas,Villa González Ortega,62.4969461845
MX32054,Zacatecas,Villa Hidalgo,74.8906131497
