adm2_code,adm2_name,entidad,facilities
MX20340,San Pedro y San Pablo Tequixtepec,Oaxaca,1
MX20342,San Raymundo Jalpan,Oaxaca,3
MX20343,San Sebastián Abasolo,Oaxaca,1
MX20344,San Sebastián Coatlán,Oaxaca,1
MX20347,San Sebastián Río Hondo,Oaxaca,2
MX20348,San Sebastián Tecomaxtlahuaca,Oaxaca,1
MX20350,San Sebastián Tutla,Oaxaca,6
MX20351,San Simón Almolongas,Oaxaca,1
MX20356,Santa Ana del Valle,Oaxaca,1
MX20361,Santa Catalina Quierí,Oaxaca,1
MX20362,Santa Catarina Cuixtla,Oaxaca,1
MX20363,Santa Catarina Ixtepeji,Oaxaca,3
MX20364,Santa Catarina Juquila,Oaxaca,4
MX20365,Santa Catarina Lachatao,Oaxaca,2
MX20366,Santa Catarina Loxicha,Oaxaca,2
MX20368,Santa Catarina Minas,Oaxaca,1
MX20369,Santa Catarina Quiané,Oaxaca,1
MX20371,Santa Catarina Ticuá,Oaxaca,2
MX20373,Santa Catarina Zapoquila,Oaxaca,1
MX20374,Santa Cruz Acatepec,Oaxaca,1
MX20375,Santa Cruz Amilpas,Oaxaca,2
MX20376,Santa Cruz de Bravo,Oaxaca,1
MX20377,Santa Cruz Itundujia,Oaxaca,7
MX20378,Santa Cruz Mixtepec,Oaxaca,3
MX20380,Santa Cruz Papalutla,Oaxaca,1
MX20381,Santa Cruz Tacache de Mina,Oaxaca,1
MX20385,Santa Cruz Xoxocotlán,Oaxaca,16
MX20386,Santa Cruz Zenzontepec,Oaxaca,5
MX20387,Santa Gertrudis,Oaxaca,1
MX20388,Santa Inés del Monte,Oaxaca,1
MX20389,Santa Inés Yatzeche,Oaxaca,1
MX20390,Santa Lucía del Camino,Oaxaca,17
MX20392,Santa Lucía Monteverde,Oaxaca,4
MX20393,Santa Lucía Ocotlán,Oaxaca,1
MX20394,Santa María Alotepec,Oaxaca,1
MX20395,Santa María Apazco,Oaxaca,1
MX20396,Santa María la Asunción,Oaxaca,1
MX20397,Heroica Ciudad de Tlaxiaco,Oaxaca,6
MX20398,Ayoquezco de Aldama,Oaxaca,1
MX20399,Santa María Atzompa,Oaxaca,6
MX20400,Santa María Camotlán,Oaxaca,1
MX20401,Santa María Colotepec,Oaxaca,7
MX20402,Santa María Cortijo,Oaxaca,1
MX20403,Santa María Coyotepec,Oaxaca,3
MX20405,Villa de Chilapa de Díaz,Oaxaca,1
MX20406,Santa María Chilchotla,Oaxaca,4
MX20407,Santa María Chimalapa,Oaxaca,6
MX20409,Santa María del Tule,Oaxaca,2
MX20410,Santa María Ecatepec,Oaxaca,3
MX20411,Santa María Guelacé,Oaxaca,1
MX20412,Santa María Guienagati,Oaxaca,1
MX20413,Santa María Huatulco,Oaxaca,19
MX20414,Santa María Huazolotitlán,Oaxaca,2
MX20415,Santa María Ipalapa,Oaxaca,2
MX20417,Santa María Jacatepec,Oaxaca,1
MX20418,Santa María Jalapa del Marqués,Oaxaca,3
MX20419,Santa María Jaltianguis,Oaxaca,1
MX20420,Santa María Lachixío,Oaxaca,1
MX20421,Santa María Mixtequilla,Oaxaca,1
MX20422,Santa María Nativitas,Oaxaca,1
MX20423,Santa María Nduayaco,Oaxaca,2
MX20424,Santa María Ozolotepec,Oaxaca,2
MX20426,Santa María Peñoles,Oaxaca,3
MX20428,Santa María Quiegolani,Oaxaca,1
MX20431,Santa María Tecomavaca,Oaxaca,1
MX20433,Santa María Temaxcaltepec,Oaxaca,1
MX20434,Santa María Teopoxco,Oaxaca,2
MX20437,Santa María Tlahuitoltepec,Oaxaca,1
MX20439,Santa María Tonameca,Oaxaca,10
MX20441,Santa María Xadani,Oaxaca,1
MX20442,Santa María Yalina,Oaxaca,1
MX20443,Santa María Yavesía,Oaxaca,1
MX20446,Santa María Yucuhiti,Oaxaca,3
MX20447,Santa María Zacatepec,Oaxaca,4
MX20448,Santa María Zaniza,Oaxaca,1
MX20450,Santiago Amoltepec,Oaxaca,5
MX20451,Santiago Apoala,Oaxaca,1
MX20453,Santiago Astata,Oaxaca,2
MX20454,Santiago Atitlán,Oaxaca,1
MX20457,Santiago Camotlán,Oaxaca,1
MX20458,Santiago Comaltepec,Oaxaca,1
MX20459,Santiago Chazumba,Oaxaca,2
MX20460,Santiago Choápam,Oaxaca,2
MX20462,Santiago Huajolotitlán,Oaxaca,2
MX20464,Santiago Ihuitlán Plumas,Oaxaca,2
MX20466,Santiago Ixtayutla,Oaxaca,1
MX20467,Santiago Jamiltepec,Oaxaca,3
MX20468,Santiago Jocotepec,Oaxaca,4
MX20469,Santiago Juxtlahuaca,Oaxaca,12
MX20470,Santiago Lachiguiri,Oaxaca,1
MX20471,Santiago Lalopa,Oaxaca,1
MX20472,Santiago Laollaga,Oaxaca,1
MX20473,Santiago Laxopa,Oaxaca,1
MX20474,Santiago Llano Grande,Oaxaca,2
MX20475,Santiago Matatlán,Oaxaca,4
MX20482,Santiago Pinotepa Nacional,Oaxaca,30
MX20483,Santiago Suchilquitongo,Oaxaca,2
MX20484,Santiago Tamazola,Oaxaca,2
MX20486,Villa Tejúpam de la Unión,Oaxaca,2
MX20489,Santiago Tetepec,Oaxaca,1
MX20491,Santiago Textitlán,Oaxaca,3
MX20492,Santiago Tilantongo,Oaxaca,4
MX20494,Santiago Tlazoyaltepec,Oaxaca,4
MX20495,Santiago Xanica,Oaxaca,1
MX20496,Santiago Xiacuí,Oaxaca,1
MX20497,Santiago Yaitepec,Oaxaca,1
MX20498,Santiago Yaveo,Oaxaca,4
MX20499,Santiago Yolomécatl,Oaxaca,1
MX20500,Santiago Yosondúa,Oaxaca,2
MX20501,Santiago Yucuyachi,Oaxaca,1
MX20502,Santiago Zacatepec,Oaxaca,3
MX20504,Nuevo Zoquiápam,Oaxaca,1
MX20505,Santo Domingo Ingenio,Oaxaca,1
MX20507,Santo Domingo Armenta,Oaxaca,1
MX20508,Santo Domingo Chihuitán,Oaxaca,1
MX20509,Santo Domingo de Morelos,Oaxaca,2
MX20510,Santo Domingo Ixcatlán,Oaxaca,1
MX20511,Santo Domingo Nuxaá,Oaxaca,4
MX20512,Santo Domingo Ozolotepec,Oaxaca,1
MX20513,Santo Domingo Petapa,Oaxaca,1
MX20514,Santo Domingo Roayaga,Oaxaca,1
MX20515,Santo Domingo Tehuantepec,Oaxaca,22
MX20516,Santo Domingo Teojomulco,Oaxaca,2
MX20519,Santo Domingo Tomaltepec,Oaxaca,1
MX20520,Santo Domingo Tonalá,Oaxaca,3
MX20521,Santo Domingo Tonaltepec,Oaxaca,1
MX20522,Santo Domingo Xagacía,Oaxaca,1
MX20524,Santo Domingo Yodohino,Oaxaca,1
MX20525,Santo Domingo Zanatepec,Oaxaca,6
MX20526,Santos Reyes Nopala,Oaxaca,4
MX20529,Santos Reyes Yucuná,Oaxaca,2
MX20530,Santo Tomás Jalieza,Oaxaca,2
MX20531,Santo Tomás Mazaltepec,Oaxaca,1
MX20532,Santo Tomás Ocotepec,Oaxaca,3
MX20533,Santo Tomás Tamazulapan,Oaxaca,1
MX20534,San Vicente Coatlán,Oaxaca,2
MX20535,San Vicente Lachixío,Oaxaca,1
MX20537,Silacayoápam,Oaxaca,6
MX20539,Soledad Etla,Oaxaca,1
MX20540,Villa de Tamazulápam del Progreso,Oaxaca,4
MX20542,Taniche,Oaxaca,1
MX20544,Teococuilco de Marcos Pérez,Oaxaca,2
MX20545,Teotitlán de Flores Magón,Oaxaca,5
MX20546,Teotitlán del Valle,Oaxaca,1
MX20547,Teotongo,Oaxaca,1
MX20548,Tepelmeme Villa de Morelos,Oaxaca,2
MX20549,Heroica Villa Tezoatlán de Segura y Luna,Oaxaca,3
MX20550,San Jerónimo Tlacochahuaya,Oaxaca,2
MX20551,Tlacolula de Matamoros,Oaxaca,8
MX20553,Tlalixtac de Cabrera,Oaxaca,2
MX20554,Totontepec Villa de Morelos,Oaxaca,1
MX20555,Trinidad Zaachila,Oaxaca,3
MX20557,Unión Hidalgo,Oaxaca,2
MX20558,Valerio Trujano,Oaxaca,1
MX20559,San Juan Bautista Valle Nacional,Oaxaca,9
MX20560,Villa Díaz Ordaz,Oaxaca,3
MX20562,Magdalena Yodocono de Porfirio Díaz,Oaxaca,1
MX20563,Yogana,Oaxaca,1
MX20564,Yutanduchi de Guerrero,Oaxaca,1
MX20565,Villa de Zaachila,Oaxaca,10
MX20566,San Mateo Yucutindó,Oaxaca,1
MX20567,Zapotitlán Lagunas,Oaxaca,1
MX20570,Zimatlán de Álvarez,Oaxaca,13
MX21001,Acajete,Puebla,15
MX21002,Acateno,Puebla,3
MX21003,Acatlán,Puebla,26
MX21004,Acatzingo,Puebla,25
MX21005,Acteopan,Puebla,1
MX21006,Ahuacatlán,Puebla,6
MX21007,Ahuatlán,Puebla,1
MX21008,Ahuazotepec,Puebla,3
MX21010,Ajalpan,Puebla,16
MX21011,Albino Zertuche,Puebla,1
MX21012,Aljojuca,Puebla,2
MX21013,Altepexi,Puebla,2
MX21014,Amixtlán,Puebla,1
MX21015,Amozoc,Puebla,27
MX21016,Aquixtla,Puebla,1
MX21017,Atempan,Puebla,5
MX21018,Atexcal,Puebla,1
MX21019,Atlixco,Puebla,56
MX21020,Atoyatempan,Puebla,1
MX21021,Atzala,Puebla,1
MX21022,Atzitzihuacán,Puebla,4
MX21023,Atzitzintla,Puebla,1
MX21025,Ayotoxco de Guerrero,Puebla,3
MX21026,Calpan,Puebla,3
MX21027,Caltepec,Puebla,1
MX21031,Coatzingo,Puebla,1
MX21032,Cohetzala,Puebla,1
MX21034,Coronango,Puebla,6
MX21035,Coxcatlán,Puebla,8
MX21036,Coyomeapan,Puebla,3
MX21037,Coyotepec,Puebla,1
MX21038,Cuapiaxtla de Madero,Puebla,2
MX21039,Cuautempan,Puebla,3
MX21040,Cuautinchán,Puebla,1
MX21041,Cuautlancingo,Puebla,22
MX21042,Cuayuca de Andrade,Puebla,2
MX21043,Cuetzalan del Progreso,Puebla,16
MX21044,Cuyoaco,Puebla,5
MX21045,Chalchicomula de Sesma,Puebla,14
MX21046,Chapulco,Puebla,1
MX21047,Chiautla,Puebla,9
MX21048,Chiautzingo,Puebla,4
MX21049,Chiconcuautla,Puebla,4
MX21050,Chichiquila,Puebla,5
MX21051,Chietla,Puebla,11
MX21052,Chigmecatitlán,Puebla,1
MX21053,Chignahuapan,Puebla,15
MX21054,Chignautla,Puebla,5
MX21055,Chila,Puebla,2
MX21056,Chila de la Sal,Puebla,1
MX21057,Honey,Puebla,1
MX21058,Chilchotla,Puebla,4
MX21059,Chinantla,Puebla,2
MX21060,Domingo Arenas,Puebla,1
MX21061,Eloxochitlán,Puebla,5
MX21062,Epatlán,Puebla,2
MX21063,Esperanza,Puebla,4
MX21064,Francisco Z. Mena,Puebla,3
MX21065,General Felipe Ángeles,Puebla,6
MX21066,Guadalupe,Puebla,4
MX21067,Guadalupe Victoria,Puebla,3
MX21068,Hermenegildo Galeana,Puebla,3
MX21069,Huaquechula,Puebla,4
MX21070,Huatlatlauca,Puebla,2
MX21071,Huauchinango,Puebla,27
MX21072,Huehuetla,Puebla,12
MX21073,Huehuetlán el Chico,Puebla,1
MX21074,Huejotzingo,Puebla,16
MX21075,Hueyapan,Puebla,2
MX21076,Hueytamalco,Puebla,3
MX21077,Hueytlalpan,Puebla,1
MX21078,Huitzilan de Serdán,Puebla,3
MX21079,Huitziltepec,Puebla,1
MX21081,Ixcamilpa de Guerrero,Puebla,3
MX21082,Ixcaquixtla,Puebla,3
MX21083,Ixtacamaxtitlán,Puebla,9
MX21085,Izúcar de Matamoros,Puebla,32
MX21086,Jalpan,Puebla,4
MX21087,Jolalpan,Puebla,3
MX21088,Jonotla,Puebla,1
MX21089,Jopala,Puebla,2
MX21090,Juan C. Bonilla,Puebla,3
MX21091,Juan Galindo,Puebla,5
MX21092,Juan N. Méndez,Puebla,2
MX21093,Lafragua,Puebla,1
MX21094,Libres,Puebla,13
MX21096,Mazapiltepec de Juárez,Puebla,2
MX21097,Mixtla,Puebla,1
MX21098,Molcaxac,Puebla,3
MX21099,Cañada Morelos,Puebla,5
MX21100,Naupan,Puebla,3
MX21101,Nauzontla,Puebla,3
MX21102,Nealtican,Puebla,1
MX21103,Nicolás Bravo,Puebla,3
MX21104,Nopalucan,Puebla,5
MX21105,Ocotepec,Puebla,1
MX21106,Ocoyucan,Puebla,4
MX21107,Olintla,Puebla,2
MX21108,Oriental,Puebla,6
MX21109,Pahuatlán,Puebla,4
MX21110,Palmar de Bravo,Puebla,10
MX21111,Pantepec,Puebla,5
MX21112,Petlalcingo,Puebla,1
MX21113,Piaxtla,Puebla,1
MX21114,Puebla,Puebla,560
MX21115,Quecholac,Puebla,8
MX21116,Quimixtlán,Puebla,7
MX21117,Rafael Lara Grajales,Puebla,8
MX21118,Los Reyes de Juárez,Puebla,8
MX21119,San Andrés Cholula,Puebla,42
MX21120,San Antonio Cañada,Puebla,1
MX21121,San Diego la Mesa Tochimiltzingo,Puebla,1
MX21122,San Felipe Teotlalcingo,Puebla,1
MX21123,San Felipe Tepatlán,Puebla,1
MX21124,San Gabriel Chilac,Puebla,3
MX21125,San Gregorio Atzompa,Puebla,5
MX21126,San Jerónimo Tecuanipan,Puebla,3
MX21128,San José Chiapa,Puebla,4
MX21129,San José Miahuatlán,Puebla,3
MX21130,San Juan Atenco,Puebla,1
MX21132,San Martín Texmelucan,Puebla,51
MX21133,San Martín Totoltepec,Puebla,1
MX21134,San Matías Tlalancaleca,Puebla,3
MX21135,San Miguel Ixitlán,Puebla,1
MX21136,San Miguel Xoxtla,Puebla,3
MX21137,San Nicolás Buenos Aires,Puebla,1
MX21138,San Nicolás de los Ranchos,Puebla,2
MX21139,San Pablo Anicano,Puebla,1
MX21140,San Pedro Cholula,Puebla,45
MX21141,San Pedro Yeloixtlahuaca,Puebla,1
MX21142,San Salvador el Seco,Puebla,6
MX21143,San Salvador el Verde,Puebla,7
MX21144,San Salvador Huixcolotla,Puebla,5
MX21145,San Sebastián Tlacotepec,Puebla,10
MX21147,Santa Inés Ahuatempan,Puebla,1
MX21148,Santa Isabel Cholula,Puebla,3
MX21149,Santiago Miahuatlán,Puebla,2
MX21150,Huehuetlán el Grande,Puebla,1
MX21151,Santo Tomás Hueyotlipan,Puebla,1
MX21152,Soltepec,Puebla,2
MX21153,Tecali de Herrera,Puebla,5
MX21154,Tecamachalco,Puebla,30
MX21155,Tecomatlán,Puebla,2
MX21156,Tehuacán,Puebla,90
MX21157,Tehuitzingo,Puebla,2
MX21158,Tenampulco,Puebla,1
MX21160,Teotlalco,Puebla,2
MX21161,Tepanco de López,Puebla,5
MX21163,Tepatlaxco de Hidalgo,Puebla,2
MX21164,Tepeaca,Puebla,35
MX21165,Tepemaxalco,Puebla,1
MX21166,Tepeojuma,Puebla,3
MX21167,Tepetzintla,Puebla,5
MX21168,Tepexco,Puebla,2
MX21169,Tepexi de Rodríguez,Puebla,3
MX21170,Tepeyahualco,Puebla,5
MX21171,Tepeyahualco de Cuauhtémoc,Puebla,1
MX21172,Tetela de Ocampo,Puebla,10
MX21173,Teteles de Avila Castillo,Puebla,1
MX21174,Teziutlán,Puebla,31
MX21175,Tianguismanalco,Puebla,1
MX21176,Tilapa,Puebla,1
MX21177,Tlacotepec de Benito Juárez,Puebla,11
MX21178,Tlacuilotepec,Puebla,4
MX21179,Tlachichuca,Puebla,10
MX21180,Tlahuapan,Puebla,9
MX21181,Tlaltenango,Puebla,1
MX21182,Tlanepantla,Puebla,1
MX21183,Tlaola,Puebla,6
MX21184,Tlapacoya,Puebla,2
MX21185,Tlapanalá,Puebla,1
MX21186,Tlatlauquitepec,Puebla,13
MX21187,Tlaxco,Puebla,2
MX21188,Tochimilco,Puebla,5
MX21189,Tochtepec,Puebla,4
MX21191,Tulcingo,Puebla,4
MX21192,Tuzamapan de Galeana,Puebla,1
MX21193,Tzicatlacoyan,Puebla,2
MX21194,Venustiano Carranza,Puebla,6
MX21195,Vicente Guerrero,Puebla,6
MX21196,Xayacatlán de Bravo,Puebla,1
MX21197,Xicotepec,Puebla,21
MX21199,Xiutetelco,Puebla,12
MX21200,Xochiapulco,Puebla,2
MX21201,Xochiltepec,Puebla,1
MX21202,Xochitlán de Vicente Suárez,Puebla,4
MX21203,Xochitlán Todos Santos,Puebla,1
MX21204,Yaonáhuac,Puebla,1
MX21205,Yehualtepec,Puebla,4
MX21206,Zacapala,Puebla,2
MX21207,Zacapoaxtla,Puebla,19
MX21208,Zacatlán,Puebla,29
MX21209,Zapotitlán,Puebla,2
MX21210,Zapotitlán de Méndez,Puebla,3
MX21211,Zaragoza,Puebla,7
MX21212,Zautla,Puebla,6
MX21213,Zihuateutla,Puebla,4
MX21214,Zinacatepec,Puebla,3
MX21215,Zongozotla,Puebla,2
MX21216,Zoquiapan,Puebla,1
MX21217,Zoquitlán,Puebla,8
MX22001,Amealco de Bonfil,Querétaro de Arteaga,26
MX22002,Pinal de Amoles,Querétaro de Arteaga,9
MX22003,Arroyo Seco,Querétaro de Arteaga,7
MX22004,Cadereyta de Montes,Querétaro de Arteaga,26
MX22005,Colón,Querétaro de Arteaga,11
MX22006,Corregidora,Querétaro de Arteaga,62
MX22007,Ezequiel Montes,Querétaro de Arteaga,17
MX22008,Huimilpan,Querétaro de Arteaga,11
MX22009,Jalpan de Serra,Querétaro de Arteaga,20
MX22010,Landa de Matamoros,Querétaro de Arteaga,10
MX22011,El Marqués,Querétaro de Arteaga,29
MX22012,Pedro Escobedo,Querétaro de Arteaga,20
MX22013,Peñamiller,Querétaro de Arteaga,14
MX22014,Querétaro,Querétaro de Arteaga,289
MX22015,San Joaquín,Querétaro de Arteaga,8
MX22016,San Juan del Río,Querétaro de Arteaga,60
MX22017,Tequisquiapan,Querétaro de Arteaga,23
MX22018,Tolimán,Querétaro de Arteaga,9
MX23001,Cozumel,Quintana Roo,30
MX23002,Felipe Carrillo Puerto,Quintana Roo,56
MX23003,Isla Mujeres,Quintana Roo,9
MX23004,Othón P. Blanco,Quintana Roo,113
MX23005,Benito Juárez,Quintana Roo,291
MX23006,José María Morelos,Quintana Roo,24
MX23007,Lázaro Cárdenas,Quintana Roo,20
MX23008,Solidaridad,Quintana Roo,87
MX23009,Tulum,Quintana Roo,17
MX23010,Bacalar,Quintana Roo,36
MX24001,Ahualulco,San Luis Potosí,8
MX24002,Alaquines,San Luis Potosí,2
MX24003,Aquismón,San Luis Potosí,13
MX24004,Armadillo de los Infante,San Luis Potosí,1
MX24005,Cárdenas,San Luis Potosí,6
MX24006,Catorce,San Luis Potosí,2
MX24007,Cedral,San Luis Potosí,5
MX24008,Cerritos,San Luis Potosí,11
MX24009,Cerro de San Pedro,San Luis Potosí,2
MX24010,Ciudad del Maíz,San Luis Potosí,4
MX24011,Ciudad Fernández,San Luis Potosí,7
MX24012,Tancanhuitz,San Luis Potosí,7
MX24013,Ciudad Valles,San Luis Potosí,50
MX24014,Coxcatlán,San Luis Potosí,5
MX24015,Charcas,San Luis Potosí,3
MX24016,Ebano,San Luis Potosí,12
MX24017,Guadalcázar,San Luis Potosí,5
MX24018,Huehuetlán,San Luis Potosí,4
MX24019,Lagunillas,San Luis Potosí,2
MX24020,Matehuala,San Luis Potosí,31
MX24021,Mexquitic de Carmona,San Luis Potosí,5
MX24022,Moctezuma,San Luis Potosí,5
MX24023,Rayón,San Luis Potosí,3
MX24024,Rioverde,San Luis Potosí,29
MX24025,Salinas,San Luis Potosí,7
MX24026,San Antonio,San Luis Potosí,2
MX24027,San Ciro de Acosta,San Luis Potosí,3
MX24028,San Luis Potosí,San Luis Potosí,214
MX24029,San Martín Chalchicuautla,San Luis Potosí,9
MX24030,San Nicolás Tolentino,San Luis Potosí,3
MX24031,Santa Catarina,San Luis Potosí,4
MX24032,Santa María del Río,San Luis Potosí,12
MX24033,Santo Domingo,San Luis Potosí,2
MX24034,San Vicente Tancuayalab,San Luis Potosí,6
MX24035,Soledad de Graciano Sánchez,San Luis Potosí,54
MX24036,Tamasopo,San Luis Potosí,11
MX24037,Tamazunchale,San Luis Potosí,35
MX24038,Tampacán,San Luis Potosí,3
MX24039,Tampamolón Corona,San Luis Potosí,8
MX24040,Tamuín,San Luis Potosí,16
MX24041,Tanlajás,San Luis Potosí,10
MX24042,Tanquián de Escobedo,San Luis Potosí,4
MX24043,Tierra Nueva,San Luis Potosí,4
MX24044,Vanegas,San Luis Potosí,3
MX24045,Venado,San Luis Potosí,4
MX24046,Villa de Arriaga,San Luis Potosí,5
MX24047,Villa de Guadalupe,San Luis Potosí,2
MX24048,Villa de la Paz,San Luis Potosí,1
MX24049,Villa de Ramos,San Luis Potosí,4
MX24050,Villa de Reyes,San Luis Potosí,11
MX24051,Villa Hidalgo,San Luis Potosí,6
MX24052,Villa Juárez,San Luis Potosí,3
MX24053,Axtla de Terrazas,San Luis Potosí,11
MX24054,Xilitla,San Luis Potosí,18
MX24055,Zaragoza,San Luis Potosí,4
MX24056,Villa de Arista,San Luis Potosí,3
MX24057,Matlapa,San Luis Potosí,11
MX24058,El Naranjo,San Luis Potosí,7
MX25001,Ahome,Sinaloa,92
MX25002,Angostura,Sinaloa,15
MX25003,Badiraguato,Sinaloa,26
MX25004,Concordia,Sinaloa,10
MX25005,Cosalá,Sinaloa,11
MX25006,Culiacán,Sinaloa,267
MX25007,Choix,Sinaloa,16
MX25008,Elota,Sinaloa,7
MX25009,Escuinapa,Sinaloa,20
MX25010,El Fuerte,Sinaloa,23
MX25011,Guasave,Sinaloa,71
MX25012,Mazatlán,Sinaloa,131
MX25013,Mocorito,Sinaloa,27
MX25014,Rosario,Sinaloa,13
MX25015,Salvador Alvarado,Sinaloa,30
MX25016,San Ignacio,Sinaloa,13
MX25017,Sinaloa,Sinaloa,23
MX25018,Navolato,Sinaloa,27
MX26001,Aconchi,Sonora,4
MX26002,Agua Prieta,Sonora,20
MX26003,Alamos,Sonora,26
MX26004,Altar,Sonora,3
MX26005,Arivechi,Sonora,3
MX26006,Arizpe,Sonora,4
MX26007,Atil,Sonora,1
MX26008,Bacadéhuachi,Sonora,1
MX26009,Bacanora,Sonora,2
MX26010,Bacerac,Sonora,2
MX26011,Bacoachi,Sonora,2
MX26012,Bácum,Sonora,11
MX26013,Banámichi,Sonora,1
MX26014,Baviácora,Sonora,3
MX26015,Bavispe,Sonora,2
MX26016,Benjamín Hill,Sonora,3
MX26017,Caborca,Sonora,26
MX26018,Cajeme,Sonora,94
MX26019,Cananea,Sonora,9
MX26020,Carbó,Sonora,2
MX26021,La Colorada,Sonora,6
MX26022,Cucurpe,Sonora,1
MX26023,Cumpas,Sonora,5
MX26024,Divisaderos,Sonora,1
MX26025,Empalme,Sonora,17
MX26026,Etchojoa,Sonora,26
MX26027,Fronteras,Sonora,6
MX26028,Granados,Sonora,1
MX26029,Guaymas,Sonora,50
MX26030,Hermosillo,Sonora,170
MX26031,Huachinera,Sonora,2
MX26032,Huásabas,Sonora,1
MX26033,Huatabampo,Sonora,36
MX26034,Huépac,Sonora,2
MX26035,Imuris,Sonora,9
MX26036,Magdalena,Sonora,12
MX26037,Mazatán,Sonora,2
MX26038,Moctezuma,Sonora,4
MX26039,Naco,Sonora,2
MX26040,Nácori Chico,Sonora,2
MX26041,Nacozari de García,Sonora,3
MX26042,Navojoa,Sonora,61
MX26043,Nogales,Sonora,52
MX26044,Onavas,Sonora,1
MX26045,Opodepe,Sonora,3
MX26046,Oquitoa,Sonora,1
MX26047,Pitiquito,Sonora,6
MX26048,Puerto Peñasco,Sonora,15
MX26049,Quiriego,Sonora,4
MX26050,Rayón,Sonora,1
MX26051,Rosario,Sonora,6
MX26052,Sahuaripa,Sonora,5
MX26053,San Felipe de Jesús,Sonora,1
MX26054,San Javier,Sonora,1
MX26055,San Luis Río Colorado,Sonora,35
MX26056,San Miguel de Horcasitas,Sonora,4
MX26057,San Pedro de la Cueva,Sonora,3
MX26058,Santa Ana,Sonora,9
MX26059,Santa Cruz,Sonora,2
MX26060,Sáric,Sonora,2
MX26061,Soyopa,Sonora,5
MX26062,Suaqui Grande,Sonora,1
MX26063,Tepache,Sonora,1
MX26064,Trincheras,Sonora,2
MX26065,Tubutama,Sonora,3
MX26066,Ures,Sonora,7
MX26067,Villa Hidalgo,Sonora,2
MX26068,Villa Pesqueira,Sonora,3
MX26069,Yécora,Sonora,5
MX26070,General Plutarco Elías Calles,Sonora,4
MX26071,Benito Juárez,Sonora,7
MX26072,San Ignacio Río Muerto,Sonora,5
MX27001,Balancán,Tabasco,32
MX27002,Cárdenas,Tabasco,91
MX27003,Centla,Tabasco,45
MX27004,Centro,Tabasco,257
MX27005,Comalcalco,Tabasco,77
MX27006,Cunduacán,Tabasco,50
MX27007,Emiliano Zapata,Tabasco,16
MX27008,Huimanguillo,Tabasco,74
MX27009,Jalapa,Tabasco,14
MX27010,Jalpa de Méndez,Tabasco,35
MX27011,Jonuta,Tabasco,26
MX27012,Macuspana,Tabasco,79
MX27013,Nacajuca,Tabasco,47
MX27014,Paraíso,Tabasco,30
MX27015,Tacotalpa,Tabasco,31
MX27016,Teapa,Tabasco,25
MX27017,Tenosique,Tabasco,34
MX28001,Abasolo,Tamaulipas,10
MX28002,Aldama,Tamaulipas,10
MX28003,Altamira,Tamaulipas,43
MX28004,Antiguo Morelos,Tamaulipas,3
MX28005,Burgos,Tamaulipas,1
MX28006,Bustamante,Tamaulipas,4
MX28007,Camargo,Tamaulipas,11
MX28008,Casas,Tamaulipas,3
MX28009,Ciudad Madero,Tamaulipas,37
MX28010,Cruillas,Tamaulipas,1
MX28011,Gómez Farías,Tamaulipas,4
MX28012,González,Tamaulipas,11
MX28013,Güémez,Tamaulipas,4
MX28014,Guerrero,Tamaulipas,3
MX28015,Gustavo Díaz Ordaz,Tamaulipas,6
MX28016,Hidalgo,Tamaulipas,8
MX28017,Jaumave,Tamaulipas,10
MX28018,Jiménez,Tamaulipas,4
MX28019,Llera,Tamaulipas,10
MX28020,Mainero,Tamaulipas,2
MX28021,El Mante,Tamaulipas,38
MX28022,Matamoros,Tamaulipas,136
MX28023,Méndez,Tamaulipas,2
MX28024,Mier,Tamaulipas,3
MX28025,Miguel Alemán,Tamaulipas,13
MX28026,Miquihuana,Tamaulipas,3
MX28027,Nuevo Laredo,Tamaulipas,70
MX28028,Nuevo Morelos,Tamaulipas,3
MX28029,Ocampo,Tamaulipas,5
MX28030,Padilla,Tamaulipas,5
MX28031,Palmillas,Tamaulipas,1
MX28032,Reynosa,Tamaulipas,163
MX28033,Río Bravo,Tamaulipas,37
MX28034,San Carlos,Tamaulipas,6
MX28035,San Fernando,Tamaulipas,29
MX28036,San Nicolás,Tamaulipas,1
MX28037,Soto la Marina,Tamaulipas,11
MX28038,Tampico,Tamaulipas,81
MX28039,Tula,Tamaulipas,6
MX28040,Valle Hermoso,Tamaulipas,22
MX28041,Victoria,Tamaulipas,82
MX28042,Villagrán,Tamaulipas,5
MX28043,Xicoténcatl,Tamaulipas,7
MX29001,Amaxac de Guerrero,Tlaxcala,4
MX29002,Apetatitlán de Antonio Carvajal,Tlaxcala,9
MX29003,Atlangatepec,Tlaxcala,5
MX29004,Atltzayanca,Tlaxcala,7
MX29005,Apizaco,Tlaxcala,40
MX29006,Calpulalpan,Tlaxcala,12
MX29007,El Carmen Tequexquitla,Tlaxcala,2
MX29008,Cuapiaxtla,Tlaxcala,3
MX29009,Cuaxomulco,Tlaxcala,3
MX29010,Chiautempan,Tlaxcala,16
MX29011,Muñoz de Domingo Arenas,Tlaxcala,2
MX29012,Españita,Tlaxcala,5
MX29013,Huamantla,Tlaxcala,28
MX29014,Hueyotlipan,Tlaxcala,5
MX29015,Ixtacuixtla de Mariano Matamoros,Tlaxcala,10
MX29016,Ixtenco,Tlaxcala,1
